"","X.Organism.Name","Size..Mb.","GC.","Scaffolds","Genes","Release.Date","Modify.Date","Assembly.Accession","genus","strain","acc","full_ftp"
"17790","Nitratireductor basaltis",3.35758,"58.6","1","3237","2017/01/17","2017/04/16","GCA_001953055.1","Nitratireductor basaltis","Nitratireductor basaltis","NZ_CP019044.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/055/GCA_001953055.1_ASM195305v1/GCA_001953055.1_ASM195305v1_genomic.fasta"
"17792","Gordonia sp. QH-11",4.42873,"68","1","4158","2015/10/02","2017/04/11","GCA_001305675.1","sp.","Gordonia","NZ_CP011853.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/675/GCA_001305675.1_ASM130567v1/GCA_001305675.1_ASM130567v1_genomic.fasta"
"17794","Anoxybacillus sp. B7M1",3.86906,"42.5099","2","3845","2016/04/29","2017/04/12","GCA_001634305.1","sp.","Anoxybacillus","NZ_CP015436.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/305/GCA_001634305.1_ASM163430v1/GCA_001634305.1_ASM163430v1_genomic.fasta"
"17799","Leptotrichia sp. oral taxon 847",2.19494,"29.8","1","2086","2016/02/09","2017/04/11","GCA_001553645.1","sp.","Leptotrichia","NZ_CP014231.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/645/GCA_001553645.1_ASM155364v1/GCA_001553645.1_ASM155364v1_genomic.fasta"
"17831","Dickeya solani",5.05287,"56.9","1","4493","2014/09/26","2017/06/12","GCA_000758345.1","Dickeya solani","Dickeya solani","NZ_CP009460.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/345/GCA_000758345.1_ASM75834v1/GCA_000758345.1_ASM75834v1_genomic.fasta"
"17832","Dickeya paradisiaca Ech703",4.67945,"55","1","4137","2009/06/26","2015/03/10","GCA_000023545.1","paradisiaca","Dickeya","CP001654.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/545/GCA_000023545.1_ASM2354v1/GCA_000023545.1_ASM2354v1_genomic.fasta"
"17843","Sphingobacterium mizutaii",4.65305,"39.8","1","4034","2017/08/15","2017/08/28","GCA_900187125.1","Sphingobacterium mizutaii","Sphingobacterium mizutaii","chromosome 1:NZ_LT906468.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/125/GCA_900187125.1_50592_G01/GCA_900187125.1_50592_G01_genomic.fasta"
"17846","Pseudothermotoga hypogea DSM 11164 = NBRC 106472",2.16517,"49.5","1","2137","2013/10/24","2017/04/09","GCA_000504105.1","hypogea","Pseudothermotoga","NC_022795.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/105/GCA_000504105.1_ASM50410v1/GCA_000504105.1_ASM50410v1_genomic.fasta"
"17855","Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759",5.16869,"45.0763","2","4741","2016/07/06","2017/04/05","GCA_001680025.1","natriegens","Vibrio","chromosome 1:NZ_CP016345.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/025/GCA_001680025.1_ASM168002v1/GCA_001680025.1_ASM168002v1_genomic.fasta"
"17868","Sphingopyxis macrogoltabida",5.09855,"64.6475","6","4830","2015/10/06","2017/04/17","GCA_001307295.1","Sphingopyxis macrogoltabida","Sphingopyxis macrogoltabida","NZ_CP012700.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/295/GCA_001307295.1_ASM130729v1/GCA_001307295.1_ASM130729v1_genomic.fasta"
"17875","Chryseobacterium indologenes",5.31475,"35.9","1","4812","2017/03/13","2017/03/15","GCA_002025665.1","Chryseobacterium indologenes","Chryseobacterium indologenes","NZ_CP018786.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/665/GCA_002025665.1_ASM202566v1/GCA_002025665.1_ASM202566v1_genomic.fasta"
"17879","Cedecea neteri",4.96544,"54.4","1","4699","2014/09/26","2017/04/09","GCA_000758305.1","Cedecea neteri","Cedecea neteri","NZ_CP009458.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/305/GCA_000758305.1_ASM75830v1/GCA_000758305.1_ASM75830v1_genomic.fasta"
"17881","Elizabethkingia meningoseptica",4.00476,"36.4","1","3630","2017/03/06","2017/03/08","GCA_002022145.1","Elizabethkingia meningoseptica","Elizabethkingia meningoseptica","NZ_CP016378.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/145/GCA_002022145.1_ASM202214v1/GCA_002022145.1_ASM202214v1_genomic.fasta"
"17888","Pseudomonas parafulva",4.69078,"61.7","1","4246","2017/03/06","2017/03/09","GCA_002021815.1","Pseudomonas parafulva","Pseudomonas parafulva","NZ_CP019952.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/815/GCA_002021815.1_ASM202181v1/GCA_002021815.1_ASM202181v1_genomic.fasta"
"17897","Pseudomonas citronellolis",6.95144,"67.1","1","6189","2016/03/10","2017/04/12","GCA_001586155.1","Pseudomonas citronellolis","Pseudomonas citronellolis","NZ_CP014158.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/155/GCA_001586155.1_ASM158615v1/GCA_001586155.1_ASM158615v1_genomic.fasta"
"17898","Pseudomonas azotoformans",6.58129,"60.6","1","6065","2017/02/28","2017/03/02","GCA_002007785.1","Pseudomonas azotoformans","Pseudomonas azotoformans","NZ_CP019856.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/785/GCA_002007785.1_ASM200778v1/GCA_002007785.1_ASM200778v1_genomic.fasta"
"17906","Limnohabitans sp. 103DPR2",2.9488,"53.3","1","2838","2015/10/26","2017/04/11","GCA_001412575.1","sp.","Limnohabitans","NZ_CP011834.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/575/GCA_001412575.1_ASM141257v1/GCA_001412575.1_ASM141257v1_genomic.fasta"
"17924","Thalassolituus oleivorans R6-15",3.76405,"46.6","1","3465","2014/02/26","2017/04/09","GCA_000582555.1","oleivorans","Thalassolituus","NZ_CP006829.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/555/GCA_000582555.1_ASM58255v1/GCA_000582555.1_ASM58255v1_genomic.fasta"
"17948","Rhizobium gallicum",7.4742,"59.631","5","7323","2016/12/19","2017/04/16","GCA_001908615.1","Rhizobium gallicum","Rhizobium gallicum","NZ_CP017101.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/615/GCA_001908615.1_ASM190861v1/GCA_001908615.1_ASM190861v1_genomic.fasta"
"17960","Methanoculleus bourgensis",2.55119,"60.9","1","2519","2016/05/05","2017/04/12","GCA_900079125.1","Methanoculleus bourgensis","Methanoculleus bourgensis","chromosome I:NZ_LT549891.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/125/GCA_900079125.1_MBBA/GCA_900079125.1_MBBA_genomic.fasta"
"17962","Corynebacterium halotolerans YIM 70093 = DSM 44683",3.22201,"68.2608","2","2937","2013/02/20","2017/04/08","GCA_000341345.1","halotolerans","Corynebacterium","NC_020302.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/345/GCA_000341345.1_ASM34134v1/GCA_000341345.1_ASM34134v1_genomic.fasta"
"17973","Streptococcus merionis",2.38413,"41.8","1","2240","2017/08/15","2017/08/28","GCA_900187085.1","Streptococcus merionis","Streptococcus merionis","chromosome 1:NZ_LT906439.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/085/GCA_900187085.1_50624_E01/GCA_900187085.1_50624_E01_genomic.fasta"
"17986","Cupriavidus sp. USMAA2-4",8.69823,"67.9525","3","7885","2016/10/26","2017/04/17","GCA_001854305.1","sp.","Cupriavidus","chromosome 1:NZ_CP017748.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/305/GCA_001854305.1_ASM185430v1/GCA_001854305.1_ASM185430v1_genomic.fasta"
"17994","Microbacterium sp. No. 7",4.82796,"70.9793","3","4521","2015/10/14","2017/04/11","GCA_001314225.1","sp.","Microbacterium","NZ_CP012697.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/225/GCA_001314225.1_ASM131422v1/GCA_001314225.1_ASM131422v1_genomic.fasta"
"17996","Aeribacillus pallidus",4.08946,"39.3","1","4054","2017/08/08","2017/08/10","GCA_002243625.1","Aeribacillus pallidus","Aeribacillus pallidus","NZ_CP017703.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/625/GCA_002243625.1_ASM224362v1/GCA_002243625.1_ASM224362v1_genomic.fasta"
"18003","Xanthomonas translucens pv. translucens DSM 18974",4.71536,"67.7","1","4024","2016/08/02","2017/04/05","GCA_900094325.1","translucens","Xanthomonas","chromosome I:NZ_LT604072.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/094/325/GCA_900094325.1_PBasm1/GCA_900094325.1_PBasm1_genomic.fasta"
"18022","Capnocytophaga cynodegmi",2.64047,"34.3","1","2329","2017/09/14","2017/09/14","GCA_002302475.1","Capnocytophaga cynodegmi","Capnocytophaga cynodegmi","CP022378.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/475/GCA_002302475.1_ASM230247v1/GCA_002302475.1_ASM230247v1_genomic.fasta"
"18030","Rhodovulum sp. P5",4.47354,"64.6513","5","4208","2017/04/05","2017/04/08","GCA_002079305.1","sp.","Rhodovulum","NZ_CP015039.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/305/GCA_002079305.1_ASM207930v1/GCA_002079305.1_ASM207930v1_genomic.fasta"
"18036","Mesorhizobium sp. B7",5.32456,"65.0596","2","5200","2016/12/06","2017/04/16","GCA_001889605.1","sp.","Mesorhizobium","NZ_CP018171.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/605/GCA_001889605.1_ASM188960v1/GCA_001889605.1_ASM188960v1_genomic.fasta"
"18043","Hydrogenophaga sp. RAC07",4.67468,"65.5","1","4412","2016/08/25","2017/04/13","GCA_001713375.1","sp.","Hydrogenophaga","NZ_CP016449.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/713/375/GCA_001713375.1_ASM171337v1/GCA_001713375.1_ASM171337v1_genomic.fasta"
"18048","Chryseobacterium sp. IHB B 17019",4.07777,"35.596","2","3781","2015/12/03","2017/04/11","GCA_001456155.1","sp.","Chryseobacterium","NZ_CP013293.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/155/GCA_001456155.1_ASM145615v1/GCA_001456155.1_ASM145615v1_genomic.fasta"
"18051","Cellvibrio sp. PSBB006",5.25707,"50.5","1","4389","2017/05/31","2017/06/02","GCA_002162135.1","sp.","Cellvibrio","NZ_CP021382.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/135/GCA_002162135.1_ASM216213v1/GCA_002162135.1_ASM216213v1_genomic.fasta"
"18053","Dehalobacter sp. CF",3.09205,"44.3","1","2985","2012/10/16","2017/04/08","GCA_000305815.1","sp.","Dehalobacter","NC_018867.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/815/GCA_000305815.1_ASM30581v1/GCA_000305815.1_ASM30581v1_genomic.fasta"
"18058","Rhizobium sp. CIAT894",6.65795,"61.1094","6","6425","2017/04/25","2017/07/19","GCA_000172795.2","sp.","Rhizobium","NZ_CP020947.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/795/GCA_000172795.2_ASM17279v2/GCA_000172795.2_ASM17279v2_genomic.fasta"
"18059","Actinoplanes sp. N902-109",9.22805,"71.3","1","8087","2013/05/08","2017/04/17","GCA_000389965.1","sp.","Actinoplanes","NC_021191.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/965/GCA_000389965.1_ASM38996v1/GCA_000389965.1_ASM38996v1_genomic.fasta"
"18078","Francisella sp. FSC1006",2.01599,"32.4","1","1972","2014/10/08","2017/04/09","GCA_000764555.1","sp.","Francisella","NZ_CP009574.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/555/GCA_000764555.1_ASM76455v1/GCA_000764555.1_ASM76455v1_genomic.fasta"
"18083","Halomonas sp. 1513",4.12952,"65.3","1","3778","2017/01/26","2017/04/17","GCA_001971685.1","sp.","Halomonas","NZ_CP019326.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/685/GCA_001971685.1_ASM197168v1/GCA_001971685.1_ASM197168v1_genomic.fasta"
"18084","Sphingobium sp. YBL2",5.42742,"64.4244","7","5152","2015/03/04","2017/04/17","GCA_000943805.1","sp.","Sphingobium","NZ_CP010954.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/805/GCA_000943805.1_ASM94380v1/GCA_000943805.1_ASM94380v1_genomic.fasta"
"18094","Sphingobacterium sp. ML3W",5.32901,"37","1","4569","2014/09/04","2017/04/09","GCA_000747525.1","sp.","Sphingobacterium","NZ_CP009278.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/525/GCA_000747525.1_ASM74752v1/GCA_000747525.1_ASM74752v1_genomic.fasta"
"18100","Selenomonas sp. oral taxon 136",2.45807,"56.6415","2","2456","2016/02/09","2017/04/16","GCA_001554015.1","sp.","Selenomonas","NZ_CP014239.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/554/015/GCA_001554015.1_ASM155401v1/GCA_001554015.1_ASM155401v1_genomic.fasta"
"18103","Methanosarcina sp. WWM596",4.13734,"41.7","1","3707","2015/04/07","2017/04/10","GCA_000969965.1","sp.","Methanosarcina","NZ_CP009503.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/965/GCA_000969965.1_ASM96996v1/GCA_000969965.1_ASM96996v1_genomic.fasta"
"18105","Alteromonas sp. Mex14",4.48946,"44.2","1","3807","2016/11/28","2016/11/28","GCA_001886375.1","sp.","Alteromonas","CP018023.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/375/GCA_001886375.1_ASM188637v1/GCA_001886375.1_ASM188637v1_genomic.fasta"
"18106","Pseudonocardia sp. AL041005-10",6.14334,"74.4","1","5851","2015/09/18","2017/04/16","GCA_001294605.1","sp.","Pseudonocardia","NZ_CP011862.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/605/GCA_001294605.1_ASM129460v1/GCA_001294605.1_ASM129460v1_genomic.fasta"
"18109","Sulfurospirillum sp. SL2-1",2.87654,"38.7","1","2943","2017/05/31","2017/06/02","GCA_002162315.1","sp.","Sulfurospirillum","NZ_CP021416.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/315/GCA_002162315.1_ASM216231v1/GCA_002162315.1_ASM216231v1_genomic.fasta"
"18112","Delftia sp. HK171",6.43038,"66.9","1","5721","2016/11/28","2017/04/16","GCA_001886655.1","sp.","Delftia","NZ_CP018101.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/655/GCA_001886655.1_ASM188665v1/GCA_001886655.1_ASM188665v1_genomic.fasta"
"18115","Capnocytophaga sp. ChDC OS43",3.41269,"38.2","1","3138","2017/06/27","2017/06/29","GCA_002209445.1","sp.","Capnocytophaga","NZ_CP022022.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/445/GCA_002209445.1_ASM220944v1/GCA_002209445.1_ASM220944v1_genomic.fasta"
"18117","Bartonella sp. WD16.2",1.763,"37.6","1","1527","2017/03/07","2017/03/10","GCA_002022505.1","sp.","Bartonella","NZ_CP019781.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/505/GCA_002022505.1_ASM202250v1/GCA_002022505.1_ASM202250v1_genomic.fasta"
"18122","Labrenzia sp. VG12",5.97755,"59.9","1","5498","2017/07/31","2017/08/03","GCA_002237595.1","sp.","Labrenzia","NZ_CP022529.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/595/GCA_002237595.1_ASM223759v1/GCA_002237595.1_ASM223759v1_genomic.fasta"
"18125","Neisseria sp. KEM232",2.37191,"58.5","1","2368","2017/07/31","2017/08/03","GCA_002237445.1","sp.","Neisseria","NZ_CP022527.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/445/GCA_002237445.1_ASM223744v1/GCA_002237445.1_ASM223744v1_genomic.fasta"
"18126","Campylobacter sp. RM6137",1.64061,"34.1981","2","1674","2017/05/15","2017/05/23","GCA_002139855.1","sp.","Campylobacter","NZ_CP018789.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/139/855/GCA_002139855.1_ASM213985v1/GCA_002139855.1_ASM213985v1_genomic.fasta"
"18132","Olsenella sp. Marseille-P2300",2.17674,"68.1","1","1992","2016/11/23","2017/04/16","GCA_900119915.1","sp.","Olsenella","chromosome contig00001:NZ_LT635455.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/915/GCA_900119915.1_PRJEB16351/GCA_900119915.1_PRJEB16351_genomic.fasta"
"18138","Parabacteroides sp. CT06",5.37267,"45.2","1","4617","2017/08/16","2017/08/17","GCA_002257605.1","sp.","Parabacteroides","NZ_CP022754.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/257/605/GCA_002257605.1_ASM225760v1/GCA_002257605.1_ASM225760v1_genomic.fasta"
"18139","Actinomyces sp. VUL4_3",2.20783,"51.9","1","1818","2016/10/31","2017/04/13","GCA_001856685.1","sp.","Actinomyces","NZ_CP017812.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/685/GCA_001856685.1_ASM185668v1/GCA_001856685.1_ASM185668v1_genomic.fasta"
"18146","Blattabacterium sp. (Blattella germanica) str. Bge",0.640935,"27.1172","2","633","2009/11/02","2017/04/17","GCA_000022605.2","sp.","Blattabacterium","NC_013454.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/605/GCA_000022605.2_ASM2260v1/GCA_000022605.2_ASM2260v1_genomic.fasta"
"18149","Colwellia sp. PAMC 20917",4.68331,"37.9","1","4040","2016/10/18","2017/04/13","GCA_001767295.1","sp.","Colwellia","NZ_CP014944.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/295/GCA_001767295.1_ASM176729v1/GCA_001767295.1_ASM176729v1_genomic.fasta"
"18150","Exiguobacterium sp. MH3",3.16419,"47.2","1","3286","2013/11/12","2017/04/09","GCA_000496635.1","sp.","Exiguobacterium","NC_022794.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/635/GCA_000496635.1_ASM49663v1/GCA_000496635.1_ASM49663v1_genomic.fasta"
"18151","Prochlorococcus sp. MIT 0801",1.9292,"34.9","1","2083","2014/09/25","2017/04/09","GCA_000757865.1","sp.","Prochlorococcus","NZ_CP007754.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/865/GCA_000757865.1_ASM75786v1/GCA_000757865.1_ASM75786v1_genomic.fasta"
"18154","Paenibacillus sp. Y412MC10",7.12167,"51.2","1","6348","2009/10/14","2017/05/19","GCA_000024685.1","sp.","Paenibacillus","NC_013406.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/685/GCA_000024685.1_ASM2468v1/GCA_000024685.1_ASM2468v1_genomic.fasta"
"18159","Thermotoga sp. 2812B",1.84373,"46.2","1","1902","2014/12/04","2017/04/09","GCA_000789335.1","sp.","Thermotoga","NZ_CP003408.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/335/GCA_000789335.1_ASM78933v1/GCA_000789335.1_ASM78933v1_genomic.fasta"
"18161","Stenotrophomonas sp. LM091",4.31745,"66.7","1","3862","2016/10/21","2017/04/13","GCA_001806305.1","sp.","Stenotrophomonas","NZ_CP017483.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/305/GCA_001806305.1_ASM180630v1/GCA_001806305.1_ASM180630v1_genomic.fasta"
"18166","Carnobacterium sp. CP1",2.6144,"38.0779","2","2484","2016/01/04","2017/04/11","GCA_001483965.1","sp.","Carnobacterium","NZ_CP010796.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/965/GCA_001483965.1_ASM148396v1/GCA_001483965.1_ASM148396v1_genomic.fasta"
"18167","Cyanothece sp. PCC 8801",4.78769,"39.7959","4","4505","2008/12/17","2017/04/17","GCA_000021805.1","sp.","Cyanothece","NC_011726.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/805/GCA_000021805.1_ASM2180v1/GCA_000021805.1_ASM2180v1_genomic.fasta"
"18168","Brevundimonas sp. GW460-12-10-14-LB2",3.26377,"66.2","1","3249","2016/05/04","2017/04/12","GCA_001636925.1","sp.","Brevundimonas","NZ_CP015511.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/925/GCA_001636925.1_ASM163692v1/GCA_001636925.1_ASM163692v1_genomic.fasta"
"18172","Hydrogenobaculum sp. 3684",1.55278,"34.8","1","1651","2011/05/17","2017/04/17","GCA_000213785.1","sp.","Hydrogenobaculum","NC_015557.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/785/GCA_000213785.1_ASM21378v1/GCA_000213785.1_ASM21378v1_genomic.fasta"
"18174","Anaeromyxobacter sp. K",5.06163,"74.8","1","4528","2008/08/15","2017/05/18","GCA_000020805.1","sp.","Anaeromyxobacter","NC_011145.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/805/GCA_000020805.1_ASM2080v1/GCA_000020805.1_ASM2080v1_genomic.fasta"
"18176","Janthinobacterium sp. B9-8",4.72685,"48.7","1","4295","2016/02/02","2017/04/11","GCA_000969645.2","sp.","Janthinobacterium","NZ_CP014222.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/645/GCA_000969645.2_ASM96964v2/GCA_000969645.2_ASM96964v2_genomic.fasta"
"18179","Geobacter sp. M18",5.27741,"61.2","1","4579","2011/01/27","2017/05/18","GCA_000175115.2","sp.","Geobacter","NC_014973.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/115/GCA_000175115.2_ASM17511v2/GCA_000175115.2_ASM17511v2_genomic.fasta"
"18182","Psychrobacter sp. G",3.114,"42.3764","4","2631","2013/07/05","2017/04/17","GCA_000418305.1","sp.","Psychrobacter","NC_021661.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/305/GCA_000418305.1_ASM41830v1/GCA_000418305.1_ASM41830v1_genomic.fasta"
"18183","Acidovorax sp. KKS102",5.19693,"64.9","1","4837","2012/10/03","2017/05/18","GCA_000302535.1","sp.","Acidovorax","NC_018708.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/302/535/GCA_000302535.1_ASM30253v1/GCA_000302535.1_ASM30253v1_genomic.fasta"
"18184","Maribacter sp. 1_2014MBL_MicDiv",4.39961,"35.9","1","3786","2016/11/03","2017/04/13","GCA_001865655.1","sp.","Maribacter","NZ_CP011318.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/655/GCA_001865655.1_ASM186565v1/GCA_001865655.1_ASM186565v1_genomic.fasta"
"18189","Marinobacter sp. CP1",4.76842,"56.9","1","4423","2015/08/12","2017/04/10","GCA_001266795.1","sp.","Marinobacter","NZ_CP011929.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/795/GCA_001266795.1_ASM126679v1/GCA_001266795.1_ASM126679v1_genomic.fasta"
"18190","Polaribacter sp. BM10",3.2544,"29.9","1","2880","2017/02/22","2017/02/24","GCA_002005425.1","sp.","Polaribacter","NZ_CP019704.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/425/GCA_002005425.1_ASM200542v1/GCA_002005425.1_ASM200542v1_genomic.fasta"
"18193","Prosthecochloris sp. HL-130-GSB",2.41473,"52","1","2302","2017/04/27","2017/05/03","GCA_002113825.1","sp.","Prosthecochloris","NZ_CP020873.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/113/825/GCA_002113825.1_ASM211382v1/GCA_002113825.1_ASM211382v1_genomic.fasta"
"18208","Candidatus Arthromitus sp. SFB-rat-Yit",1.51556,"28","1","1441","2011/09/16","2017/04/17","GCA_000283555.1","Arthromitus","Candidatus","NC_016012.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/555/GCA_000283555.1_ASM28355v1/GCA_000283555.1_ASM28355v1_genomic.fasta"
"18211","Methylobacterium sp. AMS5",5.59921,"68.4101","4","5127","2016/01/29","2017/04/16","GCA_001542815.1","sp.","Methylobacterium","NZ_CP006992.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/815/GCA_001542815.1_ASM154281v1/GCA_001542815.1_ASM154281v1_genomic.fasta"
"18216","Anabaena sp. WA102",5.78203,"38.3841","2","5370","2015/09/01","2017/04/06","GCA_001277295.1","sp.","Anabaena","NZ_CP011456.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/295/GCA_001277295.1_ASM127729v1/GCA_001277295.1_ASM127729v1_genomic.fasta"
"18220","Arcobacter sp. LPB0137",2.86643,"27.7","1","2816","2017/01/18","2017/04/16","GCA_001956695.1","sp.","Arcobacter","NZ_CP019070.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/695/GCA_001956695.1_ASM195669v1/GCA_001956695.1_ASM195669v1_genomic.fasta"
"18221","Calothrix sp. PCC 7507",7.02322,"42.2","1","6120","2012/12/04","2017/05/18","GCA_000316575.1","sp.","Calothrix","NC_019682.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/575/GCA_000316575.1_ASM31657v1/GCA_000316575.1_ASM31657v1_genomic.fasta"
"18222","Methanobrevibacter sp. YE315",2.2733,"34.2","1","2146","2016/02/04","2017/04/11","GCA_001548675.1","sp.","Methanobrevibacter","NZ_CP010834.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/675/GCA_001548675.1_ASM154867v1/GCA_001548675.1_ASM154867v1_genomic.fasta"
